place,address,Latitude,Longitude
선흘방주할머니식당,제주특별자치도 제주시 조천읍 선교로 212,33.4727191,126.7061921
모메존흑돼지,제주특별자치도 제주시 구좌읍 세화1길 17 1층,33.5253289,126.8544273
스시권,제주특별자치도 제주시 노형로 401,33.4854144,126.4779779
영빈횟집,제주특별자치도 서귀포시 칠십리로 129,33.2432869,126.5679629
용두암오메기떡,제주특별자치도 제주시 용담로7길 6,33.5129348,126.51064
다미진횟집,제주특별자치도 서귀포시 표선면 민속해안로 578-1,33.3250737,126.8441192
수복강녕,제주특별자치도 제주시 선덕로3길 40,33.4883918,126.4994484
오가네 전복설렁탕 함덕점,제주특별자치도 제주시 조천읍 조함해안로 496 2층,33.5440366,126.6537771
천돈가,제주특별자치도 서귀포시 일주서로 873 1층,33.2584326,126.4353135
운산식당,제주특별자치도 제주시 북성로 28 1층,33.5159338,126.521961
만지식당,제주특별자치도 제주시 애월읍 고내로 13-1 1층,33.4632506,126.3389717
한라축산정육식당,제주특별자치도 제주시 1100로 3128,33.4561511,126.48637
마마무말가든,제주특별자치도 제주시 아연로 157,33.4723452,126.508143
용꽈배기,제주특별자치도 제주시 서광로30길 3,33.4999102,126.5270264
고미,제주특별자치도 서귀포시 서문로 46,33.2492888,126.5575788
성읍칠십리식당,제주특별자치도 서귀포시 표선면 성읍정의현로 74,33.3892637,126.8012691
한라산아래첫마을,제주특별자치도 서귀포시 안덕면 산록남로 675,33.3280571,126.366103
연리지가든,제주특별자치도 제주시 한경면 두조로 190-20 다동 1층,33.3444986,126.2027639
돌하르방식당 본점,제주특별자치도 제주시 신산로11길 53,33.5100471,126.5387935
연탄과친한돼지,제주특별자치도 제주시 원노형로 61,33.483166,126.4851235
함쉐프키친,제주특별자치도 서귀포시 대포중앙로 116,33.2456029,126.4324826
갈치공장,제주특별자치도 제주시 구좌읍 해맞이해안로 1296,33.5291668,126.8538817
청파식당횟집,제주특별자치도 제주시 구좌읍 세평항로 12 1층,33.5244994,126.8536448
해비치호텔앤리조트 제주 이디,제주특별자치도 서귀포시 표선면 민속해안로 537 1층,33.3234478,126.8447796
캠퍼트리호텔앤리조트 더뷰,제주특별자치도 제주시 해안마을서4길 100,33.4536956,126.4503561
황가네뚝배기,제주특별자치도 제주시 삼무로11길 24,33.4915586,126.4958537
씨에스호텔 씨에스다이닝,제주특별자치도 서귀포시 중문관광로 198,33.2429044,126.4204352
포도호텔 레스토랑,제주특별자치도 서귀포시 안덕면 산록남로 863 1층,33.3053535,126.3937346
씨에스호텔 카노푸스 다이닝,제주특별자치도 서귀포시 중문관광로 196,33.2435041,126.4198772
