,place,address,Latitude,Longitude,k_means_cluster
434,바다를본돼지 제주서귀포점,제주특별자치도 서귀포시 칠십리로 123 2층,33.2431104,126.5675903,2
435,삼대국수회관 본점,제주특별자치도 제주시 삼성로 41,33.5068926,126.5301142,3
436,제주김만복 동문시장점,제주특별자치도 제주시 북성로 65 1층,33.5156844,126.5208593,3
437,갈치왕 중문점,제주특별자치도 서귀포시 일주서로 1146,33.2646227,126.3908426,0
438,국수마당 본점,제주특별자치도 제주시 삼성로 65,33.5080638,126.5322532,3
439,고이정 본점,제주특별자치도 제주시 애월읍 애월로 6 A동 1층,33.4630969,126.3173357,0
440,상춘재,제주특별자치도 제주시 조천읍 선진길 26 1층,33.4586588,126.7048435,1
441,살아있는해물뚝배기 어마장장,제주특별자치도 제주시 성지로 62,33.5110843,126.5299184,3
442,해왓,제주특별자치도 서귀포시 성산읍 신고로 30-1,33.43851,126.9171019,1
443,당케올레국수,제주특별자치도 서귀포시 표선면 민속해안로 584,33.3229914,126.8248631,1
444,국수바다 본점,제주특별자치도 서귀포시 일주서로 982,33.2584326,126.4353135,0
445,만덕이네,제주특별자치도 서귀포시 표선면 서성일로 16,33.3933279,126.8012316,1
446,원담,제주특별자치도 제주시 동광로1길 13,33.5021631,126.5288339,3
447,일통이반,제주특별자치도 제주시 중앙로2길 25 1층,33.5170648,126.5221484,3
448,큰돈가 중문점,"제주특별자치도 서귀포시 천제연로 89 1,2층",33.2551064,126.4152612,0
449,다정이네 올레시장본점,제주특별자치도 서귀포시 동문로 59-1,33.2494552,126.5669792,2
450,국시트멍,제주특별자치도 제주시 진군길 31-3 1층,33.4793473,126.4813944,3
451,충민정,제주특별자치도 제주시 남성로 26-1,33.5025067,126.5132852,3
452,스시애월,제주특별자치도 제주시 애월읍 애월로9길 50-3,33.4665125,126.3193173,0
453,제주어멍 통갈치,제주특별자치도 제주시 서해안로 372,33.5116588,126.4843053,3
454,솔지식당,제주특별자치도 제주시 월랑로 88,33.4924474,126.4726221,3
455,문개항아리 조천본점,제주특별자치도 제주시 조천읍 조함해안로 217-1,33.5534876,126.6440569,3
456,치저스,제주특별자치도 제주시 구좌읍 비자림로 1785,33.467852,126.7724183,1
457,동해미락,제주특별자치도 서귀포시 칠십리로 133,33.2436722,126.5683032,2
458,해월정,제주특별자치도 제주시 구좌읍 해맞이해안로 2340,33.5291668,126.8538817,1
459,모살물,제주특별자치도 제주시 삼무로3길 14,33.4904731,126.4945135,3
460,제주에가면,제주특별자치도 제주시 탑동로 119 1층,33.5147226,126.5180767,3
461,별돈별 정원점,제주특별자치도 제주시 한경면 고산로8길 21-15 1층,33.3079882,126.1803326,0
462,다가미,제주특별자치도 제주시 도남로 111,33.4904468,126.5287275,3
463,골막식당,제주특별자치도 제주시 천수로 12,33.5024655,126.5384668,3
464,제주김만복김밥 서귀포점,제주특별자치도 서귀포시 월드컵로 117 1층,33.2390498,126.5068234,2
465,고씨네천지국수,제주특별자치도 서귀포시 중앙로79번길 4,33.2517365,126.560833,2
466,올레왕갈치,제주특별자치도 서귀포시 중앙로42번길 9 1층,33.248556,126.5628176,2
467,도토리키친 본점,제주특별자치도 제주시 북성로 59 1층,33.5153851,126.5186671,3
468,산방식당,제주특별자치도 서귀포시 대정읍 하모이삼로 62,33.223395,126.2543017,0
469,연동마라도횟집,제주특별자치도 제주시 신광로8길 3,33.4868335,126.4895539,3
470,뽈살집 제주본점,제주특별자치도 서귀포시 중정로91번길 41 1층,33.2508467,126.5629443,2
471,흑돼지BBQ,제주특별자치도 서귀포시 태평로353번길 7,33.2468281,126.5597385,2
472,산도롱맨도롱,제주특별자치도 제주시 구좌읍 해맞이해안로 2284 1층,33.5291668,126.8538817,1
473,신우성흑돼지,제주특별자치도 서귀포시 중문관광로72번길 29-9,33.2496778,126.4113633,0
474,국수만찬,제주특별자치도 제주시 은남3길 1,33.4871347,126.4955611,3
475,옥만이네,제주특별자치도 제주시 한림읍 한림해안로 160 1층,33.4164432,126.2635216,0
476,훈남횟집,제주특별자치도 제주시 조천읍 함덕13길 7 1층,33.5420803,126.6679293,3
477,은혜전복,제주특별자치도 제주시 애월읍 애월로1길 24-3,33.4624642,126.3102678,0
478,산지해장국,제주특별자치도 제주시 임항로 34 1층,33.5163515,126.5285668,3
479,제주마당,제주특별자치도 제주시 도리로 50 2층,33.5008197,126.4643053,3
480,이금돈지,제주특별자치도 제주시 노연로 143,33.4860864,126.4954286,3
481,효퇴국수,제주특별자치도 제주시 서사로 122-1,33.5015363,126.5196628,3
482,데미안,제주특별자치도 제주시 한경면 고조로 492-15 1층,33.3158471,126.2025732,0
483,부두식당,제주특별자치도 서귀포시 대정읍 하모항구로 62,33.2187678,126.2511222,0
484,돈이랑 본점,제주특별자치도 서귀포시 일주서로 953,33.257733,126.4087182,0
485,바당길,제주특별자치도 제주시 한림읍 한림서길 18,33.4097548,126.2585778,0
486,자리돔횟집,제주특별자치도 서귀포시 동홍동로 7,33.2555395,126.5747673,2
487,소금바치순이네,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,33.5291668,126.8538817,1
488,은희네해장국 서귀포점,제주특별자치도 서귀포시 516로 84,33.3384938,126.61069,2
489,시골길,제주특별자치도 제주시 연동13길 9,33.4888428,126.494786,3
490,복자씨연탄구이,제주특별자치도 서귀포시 성산읍 해맞이해안로 2764,33.4692355,126.9198688,1
491,로빙화,"제주특별자치도 서귀포시 남원읍 남태해안로 13 1, 2층",33.2751317,126.7093291,2
492,은희네해장국 함덕점,제주특별자치도 제주시 조천읍 조함해안로 480,33.5430105,126.6642252,3
493,애월흑돼지 애월그때그집 본점,제주특별자치도 제주시 애월읍 애월해안로 97 1층,33.4782235,126.3665625,0
494,깡촌흑돼지,제주특별자치도 제주시 조천읍 함덕14길 2,33.5412881,126.6671156,3
495,천짓골식당,제주특별자치도 서귀포시 중앙로41번길 4,33.2482417,126.5613677,2
496,바다속고등어쌈밥,제주특별자치도 제주시 애월읍 일주서로 7089,33.4842697,126.4068534,3
497,가시식당,제주특별자치도 서귀포시 표선면 가시로565번길 22,33.3531055,126.7715294,1
498,산지물 본점,제주특별자치도 제주시 임항로 26,33.5162775,126.5275789,3
499,몬스터살롱,제주특별자치도 제주시 애월읍 일주서로 6017,33.4482531,126.3072817,0
500,제주판타스틱버거,제주특별자치도 서귀포시 표선면 토산중앙로15번길 6,33.3084898,126.7790718,1
501,한림칼국수 공항점,제주특별자치도 제주시 광평중길 82,33.4788593,126.4676751,3
502,난드르바당,제주특별자치도 서귀포시 하예하동로16번길 11-1,33.2346331,126.3712777,0
503,갈치요리전문점 만족한상회,제주특별자치도 서귀포시 중문상로 58-5 1층,33.2532837,126.4267136,0
504,남춘식당,제주특별자치도 제주시 청귤로 12,33.4996504,126.5375918,3
505,진아떡집,제주특별자치도 제주시 동문로4길 7-1,33.5123688,126.5284577,3
506,봉순이네흑돼지,제주특별자치도 서귀포시 대정읍 영어도시로 64 1층,33.2798179,126.2737676,0
507,촌촌해녀촌,제주특별자치도 제주시 구좌읍 동복로 35,33.5534723,126.710211,1
508,제주늘봄,제주특별자치도 제주시 고사마루길 6,33.4797692,126.4717107,3
509,제주한라국수,제주특별자치도 서귀포시 천제연로188번길 17,33.2502561,126.4245006,0
510,곱들락,제주특별자치도 제주시 조천읍 함덕18길 19 101호,33.5386457,126.6711623,3
511,태광식당,제주특별자치도 제주시 탑동로 142,33.5126542,126.5187352,3
512,안녕협재씨 제주협재점,제주특별자치도 제주시 한림읍 금능길 12 1층,33.3881374,126.2294884,0
513,은희네해장국 2호점,제주특별자치도 제주시 연북로 178,33.481375,126.5003537,3
514,제주약수터 본점,제주특별자치도 서귀포시 중앙로 35 1층,33.2477094,126.5617231,2
515,오롯,제주특별자치도 제주시 신설로11길 2-10 1층,33.4912804,126.5445739,3
516,장수물식당,제주특별자치도 제주시 연문2길 18,33.491902,126.4986712,3
517,닻,제주특별자치도 제주시 애월읍 하귀2리 2726,33.4860879,126.3921047,0
518,황해식당,제주특별자치도 제주시 우정로 6 1층,33.4923356,126.4307048,3
519,하원가흑돼지,제주특별자치도 서귀포시 이어도로 278,33.240469,126.493008,2
520,정직한돈 본점,제주특별자치도 제주시 애월읍 애월해안로 253,33.4675271,126.339144,0
521,골목,제주특별자치도 제주시 조천읍 함덕7길 6-14,33.5438536,126.6618188,3
522,만월당,제주특별자치도 제주시 구좌읍 월정1길 56 1층,33.5561414,126.7930377,1
523,고등어쌈밥,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 122-5,33.4494963,126.920717,1
524,공천포식당,제주특별자치도 서귀포시 남원읍 공천포로 89,33.2664055,126.6426731,2
525,식당마요네즈,제주특별자치도 제주시 다랑곶3길 18 1층,33.4888858,126.4787446,3
526,순수한둠비,제주특별자치도 제주시 서문로 37-11 1층,33.5111219,126.5145499,3
527,더꽃돈 협재점,제주특별자치도 제주시 한림읍 한림로 366 1층,33.3953254,126.2426345,0
528,부촌,제주특별자치도 서귀포시 성산읍 동류암로 33,33.4489266,126.9170058,1
529,제주본참숯불갈비,제주특별자치도 제주시 원노형남1길 31,33.4840958,126.4838238,3
530,제주순풍 신제주본점,제주특별자치도 제주시 진군남4길 7-8,33.4751419,126.4804727,3
531,제주육대표,제주특별자치도 제주시 일주서로 7895,33.49416,126.490252,3
532,오현돼지불백,제주특별자치도 제주시 성지로 58-2,33.5110174,126.5296752,3
533,대춘해장국 본점,제주특별자치도 제주시 연북로 398 1층,33.4858923,126.518754,3
534,공항흑돼지 시청그때그집,제주특별자치도 제주시 동광로1길 11 1층,33.501931,126.5289562,3
535,미스칠,제주특별자치도 제주시 일주서로 7831 1층,33.4870785,126.4162422,3
536,용두암해촌,제주특별자치도 제주시 서해안로 614,33.5169913,126.5028155,3
537,제주국담,제주특별자치도 제주시 신대로12길 17,33.4885955,126.4947633,3
538,순천미향,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-73,33.2356687,126.3125597,0
539,88버거,제주특별자치도 서귀포시 동문로 63,33.2492549,126.5672067,2
540,돈블랙 서귀포본점,제주특별자치도 서귀포시 서호남로32번길 24,33.2541205,126.560076,2
541,바다를본돼지 제주노형점,제주특별자치도 제주시 정존15길 42 1층,33.4873081,126.476879,3
542,대기정,제주특별자치도 서귀포시 이어도로 41,33.2403093,126.4286681,0
543,산지물 신제주점,제주특별자치도 제주시 신대로10길 53,33.4907865,126.4910735,3
544,코코분식,제주특별자치도 제주시 신성로 104,33.4967757,126.530085,3
545,코코마마 성산점,제주특별자치도 서귀포시 성산읍 일출로 258-11,33.4610216,126.9343367,1
546,가람돌솥밥,제주특별자치도 서귀포시 중문관광로 332,33.2496037,126.431444,0
547,성산일출봉 청운식당,제주특별자치도 서귀포시 성산읍 일출로 285 1층,33.4630532,126.9348949,1
548,제주미담,제주특별자치도 제주시 가령로 19,33.5023425,126.5373625,3
549,큰돈가 본점,제주특별자치도 서귀포시 대정읍 형제해안로 296,33.210157,126.2914269,0
550,재연식당,제주특별자치도 제주시 구좌읍 세화3길 27-2,33.5251868,126.8561005,1
551,문치비,제주특별자치도 서귀포시 신서로32번길 14 1층,33.2533714,126.5056409,2
552,나원회포차,제주특별자치도 서귀포시 동문동로 4,33.2496757,126.5675722,2
553,오가네전복설렁탕 서귀포본점,제주특별자치도 서귀포시 중산간동로 7738,33.2682594,126.589636,2
554,시흥해녀의집,제주특별자치도 서귀포시 성산읍 시흥하동로 114,33.4779795,126.9083492,1
555,도갈비,제주특별자치도 제주시 한라대학로 85 1층,33.4765167,126.479361,3
556,포도원흑돼지,제주특별자치도 제주시 1100로 3155,33.4681983,126.4847601,3
557,낭쿰낭쿰,제주특별자치도 서귀포시 중앙로79번길 4 1층 낭쿰낭쿰,33.2516805,126.5608349,2
558,홍성방,제주특별자치도 서귀포시 대정읍 하모항구로 76,33.220115,126.2517883,0
559,낭뜰에쉼팡,제주특별자치도 제주시 조천읍 남조로 2343,33.4735321,126.6571882,3
560,돈사돈 별관,제주특별자치도 제주시 광평동로 15 1층,33.4816791,126.470795,3
561,잇칸시타,제주특별자치도 제주시 애월읍 신엄안2길 54-1,33.4770905,126.3699554,0
562,형제도식당 본점,제주특별자치도 서귀포시 일주서로 915 형제도식당 본점,33.2584326,126.4353135,0
563,논짓물,제주특별자치도 제주시 신대로12길 41,33.4886496,126.4922457,3
564,정직한돈 협재직영점,제주특별자치도 제주시 한림읍 일주서로 5083 2층,33.389078,126.2504324,0
565,남양수산,제주특별자치도 서귀포시 성산읍 고성동서로56번길 11,33.4501348,126.9142244,1
566,칠돈가 서광직영점,제주특별자치도 서귀포시 안덕면 서광사수동로20번길 27 1층,33.2874033,126.3042052,0
567,램앤블랙 (구.램하우스),제주특별자치도 제주시 조천읍 교래1길 45,33.4362496,126.6736319,3
568,서서방숯불닭갈비,제주특별자치도 제주시 신광로 61 1층,33.486651,126.4903307,3
569,태하횟집,"제주특별자치도 제주시 동한두기길 31-2 1, 2층",33.5166474,126.5152928,3
570,노조미,제주특별자치도 제주시 국기로2길 2-3 1층,33.4795149,126.4903136,3
571,제주예찬,제주특별자치도 제주시 1100로 2997 1층,33.4561511,126.48637,3
572,표선우동가게,제주특별자치도 서귀포시 표선면 표선관정로 105-1,33.3240774,126.8314,1
573,선흘곶,제주특별자치도 제주시 조천읍 동백로 102,33.5081874,126.718049,1
574,돌집식당,제주특별자치도 서귀포시 표선면 서성일로 23,33.3940309,126.8006415,1
575,제주돗,제주특별자치도 제주시 한경면 조수2길 34,33.3324683,126.2311173,0
576,민경이네어등포해녀촌,제주특별자치도 제주시 구좌읍 해맞이해안로 830 1층,33.5291668,126.8538817,1
577,탐라우돈정육식당,제주특별자치도 제주시 다랑곶2길 52 1층,33.4908253,126.4759744,3
578,중문흑돼지천국,제주특별자치도 서귀포시 천제연로 107 중문흑돼지천국,33.254877,126.417186,0
579,솔동산고기국수,제주특별자치도 서귀포시 부두로 23,33.2430043,126.5653506,2
580,김지순의낭푼밥상,제주특별자치도 제주시 연동6길 28,33.483483,126.4890064,3
581,금박돈,제주특별자치도 서귀포시 성산읍 일출로 261 1층,33.4613726,126.9335321,1
582,뚱보아저씨,제주특별자치도 제주시 한경면 중산간서로 3651,33.3306389,126.2554594,0
583,도두반점 제주사수본점,제주특별자치도 제주시 서해안로 317 2층,33.5095328,126.4792906,3
584,형돈,제주특별자치도 제주시 구남로 22 1층,33.4893377,126.5329674,3
585,연미정,제주특별자치도 제주시 구좌읍 세평항로 14,33.5261548,126.8546643,1
586,제주김만복 성산점,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55 성산리치유클래시아 상가 1층 108호,33.4607468,126.9297175,1
587,덕승식당,제주특별자치도 서귀포시 대정읍 하모항구로 66,33.2192451,126.2513444,0
588,백리향,제주특별자치도 제주시 조천읍 신북로 244,33.5370188,126.6385048,3
589,한라전복(본점),제주특별자치도 서귀포시 대정읍 대한로 33 1층,33.2406592,126.2451919,0
590,제갈양,제주특별자치도 제주시 한림읍 한림로 155,33.3989324,126.2421759,0
591,연북로해물탕,제주특별자치도 제주시 연북로 221,33.4858923,126.518754,3
592,짱구분식,제주특별자치도 서귀포시 중동로48번길 3,33.2501459,126.5672963,2
593,만선식당,제주특별자치도 서귀포시 대정읍 하모항구로 44,33.2178539,126.2499284,0
594,인디언키친,제주특별자치도 제주시 애월읍 애원로 191,33.4431304,126.3385993,0
595,산방산초가집,제주특별자치도 서귀포시 안덕면 화순해안로 189,33.2455947,126.3387238,0
596,문개항아리 애월점,제주특별자치도 제주시 애월읍 가문동길 38,33.4857824,126.3925353,0
597,숙성도 중문점,"제주특별자치도 서귀포시 일주서로 966 1,2층",33.2584326,126.4353135,0
598,해심가든,제주특별자치도 서귀포시 천제연로 203-4,33.2519011,126.4266075,0
599,모이세해장국 본점,제주특별자치도 제주시 연북로 221,33.4858923,126.518754,3
600,곤밥2,제주특별자치도 제주시 서부두남길 8,33.5149292,126.5277707,3
601,임금님밥상,제주특별자치도 제주시 오광로 128 1층,33.4849476,126.4609875,3
602,춘미향식당,제주특별자치도 서귀포시 안덕면 산방로 378,33.231437,126.2965741,0
603,제주고집,제주특별자치도 제주시 서해안로 368-10,33.5108295,126.4852691,3
604,제주올래국수,제주특별자치도 제주시 월성로 39,33.5008987,126.506051,3
605,스시도모다찌 제주점,제주특별자치도 제주시 광양8길 1 2층,33.4999781,126.5292507,3
606,옥돔식당,제주특별자치도 서귀포시 대정읍 신영로36번길 62,33.2199418,126.2490877,0
607,돈향기,제주특별자치도 제주시 관덕로15길 30,33.5158029,126.5270908,3
608,제주곰집,제주특별자치도 서귀포시 이어도로 703-4,33.240469,126.493008,2
609,칠돈가 표선직영점,제주특별자치도 서귀포시 표선면 표선당포로 13-1,33.3258601,126.8441421,1
610,순풍해장국 함덕본점,제주특별자치도 제주시 조천읍 신북로 604 1층,33.5386704,126.6458435,3
611,옹포바다횟집,제주특별자치도 제주시 한림읍 옹포1길 24,33.4038406,126.2517757,0
612,범일분식,제주특별자치도 서귀포시 남원읍 태위로 658,33.2784057,126.7170064,2
613,제주곱,제주특별자치도 제주시 신대로16길 42 1층,33.4870195,126.4923138,3
614,커큐민흑돼지,제주특별자치도 서귀포시 성산읍 일출로 84,33.4542884,126.9242718,1
615,글라글라하와이,제주특별자치도 서귀포시 대정읍 하모항구로 70,33.2194985,126.2515431,0
616,짬뽕에취한날,제주특별자치도 제주시 귀아랑2길 4,33.491147,126.4978956,3
617,이스트포레스트,제주특별자치도 제주시 구좌읍 종달로1길 26-1 1층,33.4958799,126.8988279,1
618,더스푼,제주특별자치도 제주시 구남동1길 45 1층,33.4916487,126.5389939,3
619,김녕오라이,제주특별자치도 제주시 구좌읍 김녕로21길 21,33.5577318,126.7552547,1
620,흑돼지패밀리,제주특별자치도 서귀포시 남원읍 중산간동로 6924,33.2882567,126.6510896,2
621,센트로,제주특별자치도 서귀포시 태평로 449 1층,33.2466881,126.56768,2
622,제주해물밥,제주특별자치도 제주시 월대3길 14-6,33.4946999,126.4340183,3
623,성산 갈치조림 순덕이네,제주특별자치도 서귀포시 성산읍 온평서로 48,33.4098171,126.8970456,1
624,섭지코지해녀밥상,제주특별자치도 서귀포시 성산읍 신양로122번길 60-6,33.4357261,126.9175484,1
625,강식당,제주특별자치도 제주시 한림읍 협재1길 30 1층,33.397854,126.2435702,0
626,뚱딴지,제주특별자치도 제주시 애월읍 부룡수길 17,33.4746872,126.3550977,0
627,알동네집,제주특별자치도 제주시 한경면 연명로 543,33.3001516,126.2511949,0
628,중문색달통갈치,제주특별자치도 서귀포시 일주서로 993,33.2584326,126.4353135,0
629,윤옥,제주특별자치도 제주시 구남동2길 19-4 혁진빌 1층,33.4894052,126.5360124,3
630,돈고팡 본점,제주특별자치도 제주시 서해안로 248 1층,33.5089545,126.4722988,3
631,돈카츠서황,제주특별자치도 제주시 애월읍 장소로 205-2 1층,33.4348196,126.3800658,0
632,삼성혈해물탕 1호점,제주특별자치도 제주시 도두항서7길 23 1층,33.5038785,126.4654199,3
633,한라전복 성산본점,제주특별자치도 서귀포시 성산읍 해맞이해안로 2732,33.4709507,126.9170084,1
634,화성식당,제주특별자치도 제주시 일주동로 383,33.521372,126.5860472,3
635,해월정 서귀포점,제주특별자치도 서귀포시 대정읍 형제해안로 262,33.210157,126.2914269,0
636,하하호호 우도본점,제주특별자치도 제주시 우도면 우도해안길 532,33.5208272,126.948574,1
637,어조횟집,제주특별자치도 서귀포시 성산읍 일출로 233,33.460409,126.9308418,1
638,올레마당,제주특별자치도 서귀포시 안덕면 사계남로 224,33.2331477,126.3088244,0
639,서광보말칼국수,제주특별자치도 서귀포시 안덕면 중산간서로 1882,33.2862497,126.3077305,0
640,두툼한고기돈돼지,제주특별자치도 제주시 조천읍 함덕19길 3 1층,33.5410492,126.6698885,3
641,올레삼다정,제주특별자치도 서귀포시 태평로537번길 48,33.2530797,126.569959,2
642,중문그때그집,제주특별자치도 서귀포시 상예로 181-28,33.2628964,126.3899545,0
643,어박사 한림본점,제주특별자치도 제주시 한림읍 한림로 564 1층,33.4076458,126.2581716,0
644,임순이네,제주특별자치도 제주시 애월읍 곽지1길 26-7,33.4488627,126.3042586,0
645,칠돈가 제주공항직영점,제주특별자치도 제주시 신대로 144 1층,33.4844492,126.4959551,3
646,천리식당천리민박,제주특별자치도 제주시 구좌읍 송당6길 30,33.4686317,126.7846454,1
647,꽃가람,제주특별자치도 서귀포시 성산읍 고성동서로 73,33.4509234,126.9150116,1
648,요기소바 본점,제주특별자치도 제주시 원노형6길 3-4 1층,33.4853506,126.483364,3
649,용담밭담,제주특별자치도 제주시 서천길 16 1층,33.501532,126.5106976,3
650,제주오누이,"제주특별자치도 제주시 구좌읍 해맞이해안로 972 1,2층",33.5291668,126.8538817,1
651,성산흑돼지두루치기,제주특별자치도 서귀포시 성산읍 한도로 255,33.4661549,126.9348021,1
652,삼다도횟집 본점,제주특별자치도 제주시 서해안로 572,33.5190034,126.4993699,3
653,귤품은흑돼지 제주공항점,제주특별자치도 제주시 도두항서길 42 2층,33.5063348,126.4640001,3
654,원조마라도짜장면집,제주특별자치도 서귀포시 대정읍 마라로101번길 48,33.1185831,126.2669135,0
655,돈사돈 월정점,제주특별자치도 제주시 구좌읍 한동북1길 29-3 1층,33.5411284,126.8280985,1
656,동복뚝배기,제주특별자치도 제주시 구좌읍 동복로 30-2 1층,33.5532201,126.7123162,1
657,오전열한시,제주특별자치도 서귀포시 상예로 248,33.2667236,126.3944186,0
658,회춘,제주특별자치도 제주시 조천읍 신북로 489 1층,33.5431462,126.6625984,3
659,종달수다뜰,제주특별자치도 제주시 구좌읍 용눈이오름로 8,33.4918686,126.893156,1
660,애월연어,제주특별자치도 제주시 애월읍 하소로 660,33.4256269,126.3957718,0
661,교래흑돼지 본점,제주특별자치도 제주시 조천읍 교래4길 73,33.4236987,126.6750861,3
662,바로족발보쌈,제주특별자치도 제주시 진군1길 25,33.4788623,126.4794115,3
663,도민상회,제주특별자치도 제주시 한림읍 한림로3길 8,33.4132616,126.260303,0
664,뜰에,제주특별자치도 제주시 애월읍 애월로11길 23-1,33.4663286,126.3205148,0
665,제일수산횟집,제주특별자치도 서귀포시 중앙로79번길 8,33.2514372,126.5604451,2
666,삼대전통고기국수,제주특별자치도 제주시 신대로5길 17,33.4929576,126.4986605,3
667,대춘해장국 노형점,제주특별자치도 제주시 원노형로 11 1층,33.4876006,126.4845223,3
668,장모식탁,제주특별자치도 제주시 연신로 51 1층,33.4967502,126.5470327,3
669,수영밥상 본점,제주특별자치도 제주시 우령안1길 29-1 1층,33.4862168,126.4297167,3
670,탐라가든,제주특별자치도 제주시 서사로 51,33.5078115,126.5203642,3
671,달이뜨는식탁,제주특별자치도 제주시 구좌읍 월정1길 14,33.5562274,126.793166,1
672,맨도롱 해장국,제주특별자치도 서귀포시 태평로353번길 11,33.2470831,126.5601903,2
673,섬소나이,제주특별자치도 제주시 우도면 우도해안길 814,33.5074342,126.954269,1
674,제주선채향,제주특별자치도 서귀포시 안덕면 사계남로84번길 6,33.2263368,126.2990704,0
675,흑돼지제주정,제주특별자치도 서귀포시 표선면 민속해안로 577,33.3248304,126.8439441,1
676,참맛나김밥,제주특별자치도 제주시 한라대학로 31 1층,33.4772209,126.476779,3
677,그리운바다 성산포,제주특별자치도 서귀포시 성산읍 성산등용로 94,33.4697602,126.9300546,1
678,담다,제주특별자치도 제주시 한림읍 협재4길 8 1층,33.3939189,126.2417404,0
679,희야국수,제주특별자치도 제주시 다호5길 11 1층,33.5027912,126.4892074,3
680,까망돼지 서귀포점,제주특별자치도 서귀포시 일주동로 8524,33.2551463,126.5775949,2
681,중문신라원,제주특별자치도 서귀포시 법환하로28번길 6,33.2343546,126.5123622,2
682,스시도모다찌 칠성점,제주특별자치도 제주시 관덕로13길 3 1층,33.5134667,126.5258614,3
683,오멍가멍흑돼지 본점,제주특별자치도 제주시 서해안로 272 1층,33.5092575,126.4747946,3
684,흑본오겹 함덕점,제주특별자치도 제주시 조천읍 신북로 454,33.5386704,126.6458435,3
685,선흘방주할머니식당,제주특별자치도 제주시 조천읍 선교로 212,33.4727191,126.7061921,1
686,모메존흑돼지,제주특별자치도 제주시 구좌읍 세화1길 17 1층,33.5253289,126.8544273,1
687,스시권,제주특별자치도 제주시 노형로 401,33.4854144,126.4779779,3
688,영빈횟집,제주특별자치도 서귀포시 칠십리로 129,33.2432869,126.5679629,2
689,용두암오메기떡,제주특별자치도 제주시 용담로7길 6,33.5129348,126.51064,3
690,다미진횟집,제주특별자치도 서귀포시 표선면 민속해안로 578-1,33.3250737,126.8441192,1
691,수복강녕,제주특별자치도 제주시 선덕로3길 40,33.4883918,126.4994484,3
692,오가네 전복설렁탕 함덕점,제주특별자치도 제주시 조천읍 조함해안로 496 2층,33.5440366,126.6537771,3
693,천돈가,제주특별자치도 서귀포시 일주서로 873 1층,33.2584326,126.4353135,0
694,운산식당,제주특별자치도 제주시 북성로 28 1층,33.5159338,126.521961,3
695,만지식당,제주특별자치도 제주시 애월읍 고내로 13-1 1층,33.4632506,126.3389717,0
696,한라축산정육식당,제주특별자치도 제주시 1100로 3128,33.4561511,126.48637,3
697,마마무말가든,제주특별자치도 제주시 아연로 157,33.4723452,126.508143,3
698,용꽈배기,제주특별자치도 제주시 서광로30길 3,33.4999102,126.5270264,3
699,고미,제주특별자치도 서귀포시 서문로 46,33.2492888,126.5575788,2
700,성읍칠십리식당,제주특별자치도 서귀포시 표선면 성읍정의현로 74,33.3892637,126.8012691,1
701,한라산아래첫마을,제주특별자치도 서귀포시 안덕면 산록남로 675,33.3280571,126.366103,0
702,연리지가든,제주특별자치도 제주시 한경면 두조로 190-20 다동 1층,33.3444986,126.2027639,0
703,돌하르방식당 본점,제주특별자치도 제주시 신산로11길 53,33.5100471,126.5387935,3
704,연탄과친한돼지,제주특별자치도 제주시 원노형로 61,33.483166,126.4851235,3
705,함쉐프키친,제주특별자치도 서귀포시 대포중앙로 116,33.2456029,126.4324826,0
706,갈치공장,제주특별자치도 제주시 구좌읍 해맞이해안로 1296,33.5291668,126.8538817,1
707,청파식당횟집,제주특별자치도 제주시 구좌읍 세평항로 12 1층,33.5244994,126.8536448,1
708,해비치호텔앤리조트 제주 이디,제주특별자치도 서귀포시 표선면 민속해안로 537 1층,33.3234478,126.8447796,1
709,캠퍼트리호텔앤리조트 더뷰,제주특별자치도 제주시 해안마을서4길 100,33.4536956,126.4503561,3
710,황가네뚝배기,제주특별자치도 제주시 삼무로11길 24,33.4915586,126.4958537,3
711,씨에스호텔 씨에스다이닝,제주특별자치도 서귀포시 중문관광로 198,33.2429044,126.4204352,0
712,포도호텔 레스토랑,제주특별자치도 서귀포시 안덕면 산록남로 863 1층,33.3053535,126.3937346,0
713,씨에스호텔 카노푸스 다이닝,제주특별자치도 서귀포시 중문관광로 196,33.2435041,126.4198772,0
714,라마다프라자 제주호텔,제주특별자치도 제주시 탑동로 66,33.5185924,126.5175016,3
715,롯데호텔 제주,제주특별자치도 서귀포시 중문관광로72번길 35,33.2485349,126.4103936,0
716,베니키아호텔 제주,제주특별자치도 제주시 애월읍 애월해안로 554-6,33.4776427,126.3629501,0
717,베니키아중문호텔,제주특별자치도 서귀포시 천제연로 166,33.2514008,126.4214938,0
718,호텔더본 제주,제주특별자치도 서귀포시 색달로 18,33.2612696,126.4137248,0
719,서머셋 제주신화월드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,33.3066927,126.3380858,0
720,호텔리젠트마린,제주특별자치도 제주시 서부두2길 20,33.5176225,126.5271105,3
721,롯데시티호텔 제주,제주특별자치도 제주시 도령로 83,33.4909762,126.4869677,3
722,해비치호텔앤드리조트 제주,제주특별자치도 서귀포시 표선면 민속해안로 537 1층,33.3234478,126.8447796,1
